"molecular.formula","mz","DBE","HC","OC","NC","C","H","N","O","S","Class","AI","AImod","NOSC","DBE_O","GFE","Compound.category","fl.categories","categories","aliphatic","low.O.unsaturated","high.O.unsaturated","polyphenols","condensed.aromatics","fl_condensed.aromatics","fl_polyphenolic","fl_highly.unsat.phenolic","fl_aliphatic","fl_peptide","fl_sugar","cluster","order"
"C11H15O9N1S0",304.067405,5,1.36363636364,0.818181818182,0.0909090909090909,11,15,1,9,0,"CHON",0,0,0.545454545454545,-4,44.7545454545455,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",5261
"C11H16O10N0S0",307.06707,4,1.45454545455,0.909090909091,0,11,16,0,10,0,"CHO",0,0,0.363636363636364,-6,49.9363636363636,"Sugars","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",5557
"C11H16O3N0S0",195.102668,4,1.45454545455,0.272727272727,0,11,16,0,3,0,"CHO",0.125,0.263157894736842,-0.909090909090909,1,86.2090909090909,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"5",5262
"C11H16O4N0S0",211.097582,4,1.45454545455,0.363636363636,0,11,16,0,4,0,"CHO",0,0.222222222222222,-0.727272727272728,0,81.0272727272727,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"5",5558
"C11H16O5N0S0",227.092497,4,1.45454545455,0.454545454545,0,11,16,0,5,0,"CHO",0,0.176470588235294,-0.545454545454546,-1,75.8454545454546,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"5",5221
"C11H16O6N0S0",243.087412,4,1.45454545455,0.545454545455,0,11,16,0,6,0,"CHO",0,0.125,-0.363636363636363,-2,70.6636363636363,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"5",5521
"C11H16O7N0S0",259.082326,4,1.45454545455,0.636363636364,0,11,16,0,7,0,"CHO",0,0.0666666666666667,-0.181818181818182,-3,65.4818181818182,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",5222
"C11H16O7N0S1",291.054397,4,1.45454545455,0.636363636364,0,11,16,0,7,1,"CHOS",0,0,0,-3,60.3,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",5522
"C11H16O8N0S0",275.077241,4,1.45454545455,0.727272727273,0,11,16,0,8,0,"CHO",0,0,0,-4,60.3,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",4902
"C11H16O8N0S1",307.049312,4,1.45454545455,0.727272727273,0,11,16,0,8,1,"CHOS",0,0,0.181818181818182,-4,55.1181818181818,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",5206
"C11H16O9N0S0",291.072156,4,1.45454545455,0.818181818182,0,11,16,0,9,0,"CHO",0,0,0.181818181818182,-5,55.1181818181818,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",4903
"C11H16O9N0S1",323.044227,4,1.45454545455,0.818181818182,0,11,16,0,9,1,"CHOS",0,0,0.363636363636364,-5,49.9363636363636,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",5207
"C11H17O10N1S0",322.077969,4,1.54545454545,0.909090909091,0.0909090909090909,11,17,1,10,0,"CHON",0,0,0.545454545454545,-6,44.7545454545455,"Sugars","peptide","aliphatic",1,0,0,0,0,0,0,0,0,1,0,"1",5223
"C11H17O11N1S0",338.072884,4,1.54545454545,1,0.0909090909090909,11,17,1,11,0,"CHON",0,0,0.727272727272727,-7,39.5727272727273,"Sugars","peptide","aliphatic",1,0,0,0,0,0,0,0,0,1,0,"1",5523
"C11H17O7N1S0",274.093225,4,1.54545454545,0.636363636364,0.0909090909090909,11,17,1,7,0,"CHON",0,0,0,-3,60.3,"Peptide","peptide","aliphatic",1,0,0,0,0,0,0,0,0,1,0,"5",5224
"C11H17O8N1S0",290.08814,4,1.54545454545,0.727272727273,0.0909090909090909,11,17,1,8,0,"CHON",0,0,0.181818181818182,-4,55.1181818181818,"Peptide","peptide","aliphatic",1,0,0,0,0,0,0,0,0,1,0,"5",5524
"C11H17O9N1S0",306.083055,4,1.54545454545,0.818181818182,0.0909090909090909,11,17,1,9,0,"CHON",0,0,0.363636363636364,-5,49.9363636363636,"Peptide","peptide","aliphatic",1,0,0,0,0,0,0,0,0,1,0,"5",4613
"C11H18O4N0S0",213.113233,3,1.63636363636,0.363636363636,0,11,18,0,4,0,"CHO",0,0.111111111111111,-0.909090909090909,-1,86.2090909090909,"Aliphatic","aliphatic","aliphatic",1,0,0,0,0,0,0,0,1,0,0,"5",4920
"C11H18O5N0S0",229.108147,3,1.63636363636,0.454545454545,0,11,18,0,5,0,"CHO",0,0.0588235294117647,-0.727272727272728,-2,81.0272727272727,"Aliphatic","aliphatic","aliphatic",1,0,0,0,0,0,0,0,1,0,0,"5",4614
"C11H18O6N0S0",245.103062,3,1.63636363636,0.545454545455,0,11,18,0,6,0,"CHO",0,0,-0.545454545454546,-3,75.8454545454546,"Aliphatic","aliphatic","aliphatic",1,0,0,0,0,0,0,0,1,0,0,"5",4921
"C11H18O7N0S0",261.097976,3,1.63636363636,0.636363636364,0,11,18,0,7,0,"CHO",0,0,-0.363636363636363,-4,70.6636363636363,"Aliphatic","aliphatic","aliphatic",1,0,0,0,0,0,0,0,1,0,0,"1",6379
"C11H18O7N0S1",293.070047,3,1.63636363636,0.636363636364,0,11,18,0,7,1,"CHOS",0,0,-0.181818181818182,-4,65.4818181818182,"Aliphatic","aliphatic","aliphatic",1,0,0,0,0,0,0,0,1,0,0,"1",6643
"C11H18O8N0S0",277.092891,3,1.63636363636,0.727272727273,0,11,18,0,8,0,"CHO",0,0,-0.181818181818182,-5,65.4818181818182,"Aliphatic","aliphatic","aliphatic",1,0,0,0,0,0,0,0,1,0,0,"1",6380
"C11H18O8N0S1",309.064962,3,1.63636363636,0.727272727273,0,11,18,0,8,1,"CHOS",0,0,0,-5,60.3,"Aliphatic","aliphatic","aliphatic",1,0,0,0,0,0,0,0,1,0,0,"1",6644
"C11H19O10N1S0",324.093619,3,1.72727272727,0.909090909091,0.0909090909090909,11,19,1,10,0,"CHON",0,0,0.363636363636364,-7,49.9363636363636,"Sugars","peptide","aliphatic",1,0,0,0,0,0,0,0,0,1,0,"5",5827
"C11H19O8N1S0",292.10379,3,1.72727272727,0.727272727273,0.0909090909090909,11,19,1,8,0,"CHON",0,0,0,-5,60.3,"Peptide","peptide","aliphatic",1,0,0,0,0,0,0,0,0,1,0,"5",6107
"C11H19O9N1S0",308.098705,3,1.72727272727,0.818181818182,0.0909090909090909,11,19,1,9,0,"CHON",0,0,0.181818181818182,-6,55.1181818181818,"Peptide","peptide","aliphatic",1,0,0,0,0,0,0,0,0,1,0,"5",5828
"C11H20O5N0S0",231.123797,2,1.81818181818,0.454545454545,0,11,20,0,5,0,"CHO",0,0,-0.909090909090909,-3,86.2090909090909,"Aliphatic","aliphatic","aliphatic",1,0,0,0,0,0,0,0,1,0,0,"5",6108
"C11H20O7N0S1",295.085697,2,1.81818181818,0.636363636364,0,11,20,0,7,1,"CHOS",0,0,-0.363636363636363,-5,70.6636363636363,"Aliphatic","aliphatic","aliphatic",1,0,0,0,0,0,0,0,1,0,0,"5",6654
"C11H20O8N0S1",311.080612,2,1.81818181818,0.727272727273,0,11,20,0,8,1,"CHOS",0,0,-0.181818181818182,-6,65.4818181818182,"Aliphatic","aliphatic","aliphatic",1,0,0,0,0,0,0,0,1,0,0,"5",6886
"C11H6O10N0S0",296.98882,9,0.545454545455,0.909090909091,0,11,6,0,10,0,"CHO",0,0.666666666666667,1.27272727272727,-1,24.0272727272728,"Sugars","condensed.aromatics","polyphenols",0,0,0,1,0,1,0,0,0,0,0,"1",6655
"C11H6O4N0S0",201.019332,9,0.545454545455,0.363636363636,0,11,6,0,4,0,"CHO",0.714285714285714,0.777777777777778,0.181818181818182,5,55.1181818181818,"Condensed_aromatics","condensed.aromatics","condensed aromatics",0,0,0,0,1,1,0,0,0,0,0,"1",6887
"C11H6O5N0S0",217.014247,9,0.545454545455,0.454545454545,0,11,6,0,5,0,"CHO",0.666666666666667,0.764705882352941,0.363636363636364,4,49.9363636363636,"Condensed_aromatics","condensed.aromatics","condensed aromatics",0,0,0,0,1,1,0,0,0,0,0,"1",6121
"C11H6O6N0S0",233.009161,9,0.545454545455,0.545454545455,0,11,6,0,6,0,"CHO",0.6,0.75,0.545454545454545,3,44.7545454545455,"Condensed_aromatics","condensed.aromatics","condensed aromatics",0,0,0,0,1,1,0,0,0,0,0,"1",6392
"C11H6O7N0S0",249.004076,9,0.545454545455,0.636363636364,0,11,6,0,7,0,"CHO",0.5,0.733333333333333,0.727272727272727,2,39.5727272727273,"Condensed_aromatics","condensed.aromatics","condensed aromatics",0,0,0,0,1,1,0,0,0,0,0,"1",6122
"C11H6O8N0S0",264.998991,9,0.545454545455,0.727272727273,0,11,6,0,8,0,"CHO",0.333333333333333,0.714285714285714,0.909090909090909,1,34.3909090909091,"Condensed_aromatics","condensed.aromatics","condensed aromatics",0,0,0,0,1,1,0,0,0,0,0,"1",6393
"C11H6O9N0S0",280.993905,9,0.545454545455,0.818181818182,0,11,6,0,9,0,"CHO",0,0.692307692307692,1.09090909090909,0,29.2090909090909,"Condensed_aromatics","condensed.aromatics","condensed aromatics",0,0,0,0,1,1,0,0,0,0,0,"1",5511
"C11H8O10N0S0",299.00447,8,0.727272727273,0.909090909091,0,11,8,0,10,0,"CHO",0,0.5,1.09090909090909,-2,29.2090909090909,"Sugars","highly.unsat.phenolic","polyphenols",0,0,0,0,0,0,0,1,0,0,0,"1",5816
"C11H8O11N0S0",314.999385,8,0.727272727273,1,0,11,8,0,11,0,"CHO",0,0.454545454545455,1.27272727272727,-3,24.0272727272728,"Sugars","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",5512
"C11H8O3N0S0",187.040068,8,0.727272727273,0.272727272727,0,11,8,0,3,0,"CHO",0.625,0.684210526315789,-0.181818181818182,5,65.4818181818182,"Condensed_aromatics","condensed.aromatics","condensed aromatics",0,0,0,0,1,1,0,0,0,0,0,"1",5817
"C11H8O4N0S0",203.034982,8,0.727272727273,0.363636363636,0,11,8,0,4,0,"CHO",0.571428571428571,0.666666666666667,0,4,60.3,"Condensed_aromatics","condensed.aromatics","polyphenols",0,0,0,1,0,1,0,0,0,0,0,"1",11727
"C11H8O5N0S0",219.029897,8,0.727272727273,0.454545454545,0,11,8,0,5,0,"CHO",0.5,0.647058823529412,0.181818181818182,3,55.1181818181818,"Polyphenolic","polyphenolic","polyphenols",0,0,0,1,0,0,1,0,0,0,0,"1",11952
"C11H8O6N0S0",235.024811,8,0.727272727273,0.545454545455,0,11,8,0,6,0,"CHO",0.4,0.625,0.363636363636364,2,49.9363636363636,"Polyphenolic","polyphenolic","polyphenols",0,0,0,1,0,0,1,0,0,0,0,"1",5829
"C11H8O7N0S0",251.019726,8,0.727272727273,0.636363636364,0,11,8,0,7,0,"CHO",0.25,0.6,0.545454545454545,1,44.7545454545455,"Polyphenolic","polyphenolic","polyphenols",0,0,0,1,0,0,1,0,0,0,0,"1",6109
"C11H8O8N0S0",267.014641,8,0.727272727273,0.727272727273,0,11,8,0,8,0,"CHO",0,0.571428571428571,0.727272727272727,0,39.5727272727273,"Polyphenolic","polyphenolic","polyphenols",0,0,0,1,0,0,1,0,0,0,0,"1",5830
"C11H8O9N0S0",283.009555,8,0.727272727273,0.818181818182,0,11,8,0,9,0,"CHO",0,0.538461538461538,0.909090909090909,-1,34.3909090909091,"Polyphenolic","polyphenolic","polyphenols",0,0,0,1,0,0,1,0,0,0,0,"1",6110
"C11H9O6N1S0",250.03571,8,0.818181818182,0.545454545455,0.0909090909090909,11,9,1,6,0,"CHON",0.25,0.571428571428571,0.545454545454545,2,44.7545454545455,"Polyphenolic","polyphenolic","polyphenols",0,0,0,1,0,0,1,0,0,0,0,"1",6381
"C11H9O7N1S0",266.030625,8,0.818181818182,0.636363636364,0.0909090909090909,11,9,1,7,0,"CHON",0,0.538461538461538,0.727272727272727,1,39.5727272727273,"Polyphenolic","polyphenolic","polyphenols",0,0,0,1,0,0,1,0,0,0,0,"1",6645
"C11H9O8N1S0",282.02554,8,0.818181818182,0.727272727273,0.0909090909090909,11,9,1,8,0,"CHON",0,0.5,0.909090909090909,0,34.3909090909091,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","polyphenols",0,0,0,0,0,0,0,1,0,0,0,"1",6382
"C12H10O10N0S0",313.02012,8,0.833333333333,0.833333333333,0,12,10,0,10,0,"CHO",0,0.428571428571429,0.833333333333333,-2,36.55,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",6646
"C12H10O11N0S0",329.015035,8,0.833333333333,0.916666666667,0,12,10,0,11,0,"CHO",0,0.384615384615385,1,-3,31.8,"Sugars","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",6097
"C12H10O12N0S0",345.009949,8,0.833333333333,1,0,12,10,0,12,0,"CHO",0,0.333333333333333,1.16666666666667,-4,27.0499999999999,"Sugars","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",6371
"C12H10O3N0S0",201.055718,8,0.833333333333,0.25,0,12,10,0,3,0,"CHO",0.555555555555556,0.619047619047619,-0.333333333333333,5,69.8,"Polyphenolic","polyphenolic","polyphenols",0,0,0,1,0,0,1,0,0,0,0,"1",6098
"C12H10O4N0S0",217.050632,8,0.833333333333,0.333333333333,0,12,10,0,4,0,"CHO",0.5,0.6,-0.166666666666667,4,65.05,"Polyphenolic","polyphenolic","polyphenols",0,0,0,1,0,0,1,0,0,0,0,"1",6372
"C12H10O5N0S0",233.045547,8,0.833333333333,0.416666666667,0,12,10,0,5,0,"CHO",0.428571428571429,0.578947368421053,0,3,60.3,"Polyphenolic","polyphenolic","polyphenols",0,0,0,1,0,0,1,0,0,0,0,"1",11948
"C12H10O6N0S0",249.040462,8,0.833333333333,0.5,0,12,10,0,6,0,"CHO",0.333333333333333,0.555555555555556,0.166666666666667,2,55.55,"Polyphenolic","polyphenolic","polyphenols",0,0,0,1,0,0,1,0,0,0,0,"1",12186
"C12H10O7N0S0",265.035376,8,0.833333333333,0.583333333333,0,12,10,0,7,0,"CHO",0.2,0.529411764705882,0.333333333333333,1,50.8,"Polyphenolic","polyphenolic","polyphenols",0,0,0,1,0,0,1,0,0,0,0,"1",12193
"C12H10O8N0S0",281.030291,8,0.833333333333,0.666666666667,0,12,10,0,8,0,"CHO",0,0.5,0.5,0,46.05,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","polyphenols",0,0,0,0,0,0,0,1,0,0,0,"1",12409
"C12H10O8N0S1",313.002362,8,0.833333333333,0.666666666667,0,12,10,0,8,1,"CHOS",0,0.428571428571429,0.666666666666667,0,41.3,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",6377
"C12H10O8N2S0",309.036439,9,0.833333333333,0.666666666667,0.166666666666667,12,10,2,8,0,"CHON",0,0.5,1,1,31.8,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","polyphenols",0,0,0,0,0,0,0,1,0,0,0,"1",6641
"C12H10O9N0S0",297.025205,8,0.833333333333,0.75,0,12,10,0,9,0,"CHO",0,0.466666666666667,0.666666666666667,-1,41.3,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",6378
"C12H11O10N1S0",328.031019,8,0.916666666667,0.833333333333,0.0833333333333333,12,11,1,10,0,"CHON",0,0.333333333333333,1,-2,31.8,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",6642
"C12H11O11N1S0",344.025934,8,0.916666666667,0.916666666667,0.0833333333333333,12,11,1,11,0,"CHON",0,0.272727272727273,1.16666666666667,-3,27.0499999999999,"Sugars","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",5825
"C12H11O6N1S0",264.051361,8,0.916666666667,0.5,0.0833333333333333,12,11,1,6,0,"CHON",0.2,0.5,0.333333333333333,2,50.8,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","polyphenols",0,0,0,0,0,0,0,1,0,0,0,"1",6105
"C12H11O7N1S0",280.046275,8,0.916666666667,0.583333333333,0.0833333333333333,12,11,1,7,0,"CHON",0,0.466666666666667,0.5,1,46.05,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",5826
"C12H11O8N1S0",296.04119,8,0.916666666667,0.666666666667,0.0833333333333333,12,11,1,8,0,"CHON",0,0.428571428571429,0.666666666666667,0,41.3,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",6106
"C12H11O9N1S0",312.036104,8,0.916666666667,0.75,0.0833333333333333,12,11,1,9,0,"CHON",0,0.384615384615385,0.833333333333333,-1,36.55,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",6652
"C12H12O10N0S0",315.03577,7,1,0.833333333333,0,12,12,0,10,0,"CHO",0,0.285714285714286,0.666666666666667,-3,41.3,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",6884
"C12H12O11N0S0",331.030685,7,1,0.916666666667,0,12,12,0,11,0,"CHO",0,0.230769230769231,0.833333333333333,-4,36.55,"Sugars","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",6653
"C12H12O12N0S0",347.025599,7,1,1,0,12,12,0,12,0,"CHO",0,0.166666666666667,1,-5,31.8,"Sugars","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",6885
"C12H12O3N0S0",203.071368,7,1,0.25,0,12,12,0,3,0,"CHO",0.444444444444444,0.523809523809524,-0.5,4,74.55,"Polyphenolic","polyphenolic","polyphenols",0,0,0,1,0,0,1,0,0,0,0,"1",6119
"C12H12O4N0S0",219.066282,7,1,0.333333333333,0,12,12,0,4,0,"CHO",0.375,0.5,-0.333333333333333,3,69.8,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","polyphenols",0,0,0,0,0,0,0,1,0,0,0,"1",6390
"C12H12O5N0S0",235.061197,7,1,0.416666666667,0,12,12,0,5,0,"CHO",0.285714285714286,0.473684210526316,-0.166666666666667,2,65.05,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"1",6120
"C12H12O6N0S0",251.056112,7,1,0.5,0,12,12,0,6,0,"CHO",0.166666666666667,0.444444444444444,0,1,60.3,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",6391
"C12H12O7N0S0",267.051026,7,1,0.583333333333,0,12,12,0,7,0,"CHO",0,0.411764705882353,0.166666666666667,0,55.55,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",5803
"C12H12O7N0S1",299.023097,7,1,0.583333333333,0,12,12,0,7,1,"CHOS",0,0.333333333333333,0.333333333333333,0,50.8,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",6087
"C12H12O7N2S0",295.057174,8,1,0.583333333333,0.166666666666667,12,12,2,7,0,"CHON",0,0.384615384615385,0.666666666666667,1,41.3,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",5804
"C12H12O8N0S0",283.045941,7,1,0.666666666667,0,12,12,0,8,0,"CHO",0,0.375,0.333333333333333,-1,50.8,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",6088
"C12H12O8N0S1",315.018012,7,1,0.666666666667,0,12,12,0,8,1,"CHOS",0,0.285714285714286,0.5,-1,46.05,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",5195
"C12H12O8N2S0",311.052089,8,1,0.666666666667,0.166666666666667,12,12,2,8,0,"CHON",0,0.333333333333333,0.833333333333333,0,36.55,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",5497
"C12H12O9N0S0",299.040855,7,1,0.75,0,12,12,0,9,0,"CHO",0,0.333333333333333,0.5,-2,46.05,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",5196
"C12H12O9N0S1",331.012926,7,1,0.75,0,12,12,0,9,1,"CHOS",0,0.230769230769231,0.666666666666667,-2,41.3,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",5498
"C12H13O10N1S0",330.046669,7,1.08333333333,0.833333333333,0.0833333333333333,12,13,1,10,0,"CHON",0,0.166666666666667,0.833333333333333,-3,36.55,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",6095
"C12H13O11N1S0",346.041584,7,1.08333333333,0.916666666667,0.0833333333333333,12,13,1,11,0,"CHON",0,0.0909090909090909,1,-4,31.8,"Sugars","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",6369
"C12H13O12N1S0",362.036498,7,1.08333333333,1,0.0833333333333333,12,13,1,12,0,"CHON",0,0,1.16666666666667,-5,27.0499999999999,"Sugars","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",6096
"C12H13O6N1S0",266.067011,7,1.08333333333,0.5,0.0833333333333333,12,13,1,6,0,"CHON",0,0.375,0.166666666666667,1,55.55,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",6370
"C12H13O7N1S0",282.061925,7,1.08333333333,0.583333333333,0.0833333333333333,12,13,1,7,0,"CHON",0,0.333333333333333,0.333333333333333,0,50.8,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",5509
"C12H13O8N1S0",298.05684,7,1.08333333333,0.666666666667,0.0833333333333333,12,13,1,8,0,"CHON",0,0.285714285714286,0.5,-1,46.05,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",5814
"C12H13O9N1S0",314.051754,7,1.08333333333,0.75,0.0833333333333333,12,13,1,9,0,"CHON",0,0.230769230769231,0.666666666666667,-2,41.3,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",5510
"C12H14O10N0S0",317.05142,6,1.16666666667,0.833333333333,0,12,14,0,10,0,"CHO",0,0.142857142857143,0.5,-4,46.05,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",5815
"C12H14O10N0S1",349.023491,6,1.16666666667,0.833333333333,0,12,14,0,10,1,"CHOS",0,0,0.666666666666667,-4,41.3,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",11469
"C12H14O11N0S0",333.046335,6,1.16666666667,0.916666666667,0,12,14,0,11,0,"CHO",0,0.0769230769230769,0.666666666666667,-5,41.3,"Sugars","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",11713
"C12H14O12N0S0",349.041249,6,1.16666666667,1,0,12,14,0,12,0,"CHO",0,0,0.833333333333333,-6,36.55,"Sugars","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",11470
"C12H14O3N0S0",205.087018,6,1.16666666667,0.25,0,12,14,0,3,0,"CHO",0.333333333333333,0.428571428571429,-0.666666666666667,3,79.3,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"1",11714
"C12H14O4N0S0",221.081932,6,1.16666666667,0.333333333333,0,12,14,0,4,0,"CHO",0.25,0.4,-0.5,2,74.55,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"1",4561
"C12H14O5N0S0",237.076847,6,1.16666666667,0.416666666667,0,12,14,0,5,0,"CHO",0.142857142857143,0.368421052631579,-0.333333333333333,1,69.8,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"1",4872
"C12H14O6N0S0",253.071762,6,1.16666666667,0.5,0,12,14,0,6,0,"CHO",0,0.333333333333333,-0.166666666666667,0,65.05,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",10986
"C12H14O7N0S0",269.066676,6,1.16666666667,0.583333333333,0,12,14,0,7,0,"CHO",0,0.294117647058824,0,-1,60.3,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",11228
"C12H14O7N0S1",301.038747,6,1.16666666667,0.583333333333,0,12,14,0,7,1,"CHOS",0,0.2,0.166666666666667,-1,55.55,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",5491
"C12H14O7N2S0",297.072824,7,1.16666666667,0.583333333333,0.166666666666667,12,14,2,7,0,"CHON",0,0.230769230769231,0.5,0,46.05,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",5798
"C12H14O8N0S0",285.061591,6,1.16666666667,0.666666666667,0,12,14,0,8,0,"CHO",0,0.25,0.166666666666667,-2,55.55,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",11716
"C12H14O8N0S1",317.033662,6,1.16666666667,0.666666666667,0,12,14,0,8,1,"CHOS",0,0.142857142857143,0.333333333333333,-2,50.8,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",11944
"C12H14O8N2S0",313.067739,7,1.16666666667,0.666666666667,0.166666666666667,12,14,2,8,0,"CHON",0,0.166666666666667,0.666666666666667,-1,41.3,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",5197
